Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
01c6ecb38af59954f2f8c4823cf3c6fabe04f91e,b02980a1f1cf5e8f64e56a911bd2bc7e0fb733bf6e465f2620af2b6f631c6c2b4a08e62e3a9151ec834e1749d7302e5eeb0c6c76c2a59d068279413536309e4a,11/28/2016 12:15,11/28/2016 12:15,240,0.7,17031081401,17031081201,8,8,$5.25 ,$0.00 ,$0.00 ,$0.00 ,$5.25 ,Cash,,41.89503345,-87.61971067,POINT (-87.619711 41.895033),41.89915561,-87.62621053,POINT (-87.626211 41.899156)
01c78ffacf9283a03ea0c6aaa1b59caa73827516,10de24ea25b5dc76523f2c31b6b925d8c126aeab0ce86913f206a4a7293b0c4ff3be424fc822e58fd2a962594496eaa50fdec50fd13956bdf6ee4a914a5ffad6,11/30/2016 10:15,11/30/2016 10:15,0,0,,,8,3,$3.25 ,$0.00 ,$0.00 ,$0.00 ,$3.25 ,Cash,,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.96581197,-87.65587879,POINT (-87.655879 41.965812)
01c791de74fda8e91917fdb56efe75d883f50007,d0b148a82c6acf2918587c00b30a99ee3f73849c43364149a2e2c3495e1983bb98cfc3f54c501d76b27ac74278951a5a9e09c65c05024265711b464d3b91a544,11/29/2016 18:15,11/29/2016 18:45,1860,4.1,17031330100,17031081201,33,8,$17.25 ,$3.65 ,$0.00 ,$1.00 ,$21.90 ,Credit Card,Top Cab Affiliation,41.85934972,-87.61735801,POINT (-87.617358 41.85935),41.89915561,-87.62621053,POINT (-87.626211 41.899156)
01c7951fcde0ef76f370610f730eaea2a7fc1b47,9b2a23587b25fe43998076b3761b979ee91f9f5ac8bdac6422a1dff1b5d7a7def279cc2e4d805b60738c43dc4a7afdfd3c64d2cc9029a126f05e11f0195dd2ec,11/25/2016 13:45,11/25/2016 13:45,240,0,17031839100,17031081800,32,8,$6.00 ,$0.00 ,$0.00 ,$0.00 ,$6.00 ,Cash,Taxi Affiliation Services,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89321636,-87.63784421,POINT (-87.637844 41.893216)
01c7c334eabe6bb97cc2d225c70bbaa52b699238,335ea359197cf11f926a0186868797dec5a64b9d076aff02e55906a2c0908069c646769223345b6bcc5d8fd3d62a7728848e3869d48aba5de3b1998c9e2200a4,11/30/2016 22:15,11/30/2016 22:30,360,1.6,17031081500,17031320600,8,32,$7.25 ,$2.00 ,$0.00 ,$0.00 ,$9.75 ,Credit Card,,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.87060737,-87.62217294,POINT (-87.622173 41.870607)
01c7e9ad67354d55ed47a46e604dd8612e45bdf0,a700f56e643e08db0d6a189c37c6faa7fbf553b925b9b618766015ef416f06d6a05a329dc767f7c377da30d5773397c600c0de1fb6a55820f999c8e306765590,11/27/2016 0:15,11/27/2016 0:15,420,0,17031081500,17031081700,8,8,$5.50 ,$0.00 ,$0.00 ,$4.50 ,$10.00 ,Cash,Taxi Affiliation Services,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.89204214,-87.63186395,POINT (-87.631864 41.892042)
01c8147a42ce65e9e7b7456e81f855f3ef15812f,6d1ee971dcf8fc580dd479130452dc9c4b9fda53ad61d134d4e1ec246a92ea60037a85cd57cacdd4ed1891a7715dd263c9e114e9df7defe2a67a3c7607ac6aed,11/30/2016 14:30,11/30/2016 15:15,2700,0,17031330100,17031980000,33,76,$53.50 ,$0.00 ,$0.00 ,$2.00 ,$55.50 ,Cash,3669 - 85800 Jordan Taxi Inc,41.85934972,-87.61735801,POINT (-87.617358 41.85935),41.97907082,-87.90303966,POINT (-87.90304 41.979071)
01c86b1e4378d2e34e890b3a57f55c23584b0a51,8b11a1727a85dc849f117c39cd42b7bab4b7e8ef32d0a2b17ef165392c19d20865fd1bdcf1922637bd521c7d88fe8c81acedf231949ac680dde8782e57753caa,11/26/2016 17:45,11/26/2016 18:00,960,4.5,17031063100,17031320100,6,32,$15.00 ,$0.00 ,$0.00 ,$0.00 ,$15.00 ,Cash,Choice Taxi Association,41.93823229,-87.64678208,POINT (-87.646782 41.938232),41.88498719,-87.62099291,POINT (-87.620993 41.884987)
01c8a067ad26313dda62f4e499efc24139b8d992,92725f67f872c1d48d77ffa906f837c6a5f20f5a597a8d4215e726ce1cf53838a5bf436a6654129afae04315f50e736fc197f150b6772160c5f7f6a0e0e30017,11/25/2016 10:00,11/25/2016 10:00,480,0,,,14,,$9.50 ,$2.00 ,$0.00 ,$0.00 ,$11.50 ,Credit Card,Blue Ribbon Taxi Association Inc.,41.968069,-87.72155906,POINT (-87.721559 41.968069),,,
01c9123127df7c317fb28a928f12d315455531d5,c2b095c52b83f2b9253d33d3bd6d1589c7b6bf76ec4368dd37010c720422625aa62296c1887090187a680569770779494adebad64910ea9d9028dcee908a8a73,11/28/2016 11:45,11/28/2016 12:00,960,3.4,,,8,6,$12.50 ,$0.00 ,$0.00 ,$0.00 ,$12.50 ,Cash,,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.9442266,-87.65599818,POINT (-87.655998 41.944227)
01c9dbd2207dac119a2bacf43486b4cf3d91ea83,305ca5efc04985ff94aef1f12cf94aa9c9992a1e5275a893ff9664739698d67370e711b1c14da6df03aeea81ad97e07c7e22ebb15ddb48c746dd79d331a3f006,11/25/2016 13:00,11/25/2016 13:00,420,0.7,17031839100,17031081700,32,8,$6.25 ,$0.00 ,$0.00 ,$6.00 ,$12.25 ,Cash,KOAM Taxi Association,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89204214,-87.63186395,POINT (-87.631864 41.892042)
01ca1b2c0e5f14931b11d70424652dc6132415af,86040b00f8a04fab39236f9534064fe3d42921c74807cee632c0a1b1ba5d38923e5ffaa4a9f6e5cbe92bae6dcbb3c598db745e24c9ef7a821fbd98fec88952a8,11/25/2016 15:00,11/25/2016 15:15,780,2.4,,,8,7,$10.00 ,$0.00 ,$0.00 ,$1.00 ,$11.00 ,Cash,Dispatch Taxi Affiliation,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.92268628,-87.64948873,POINT (-87.649489 41.922686)
01ca3399fd48941cc617a4bb9ed4e2e5658de6c0,aafb86c1bc07cf16a407a8229564ff200f0ff2e8ca2b56a25af5fb4e8df64213fc2e3da578048d62907ff2081e3a7a1f2602797fd007347a8330b8d82167dcdd,11/30/2016 12:00,11/30/2016 12:00,360,1,17031320100,17031081401,32,8,$6.25 ,$0.00 ,$0.00 ,$0.00 ,$6.25 ,Cash,KOAM Taxi Association,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.89503345,-87.61971067,POINT (-87.619711 41.895033)
01ca88dd11c2128cc4d7fd583ed266f8e0b79eda,24380d3a358aef97432d7b362fe55415819da221fcd800a9a7490d873127a33adf2451cc0196641ca9febd87c5566b50dca3a2875f83287300c474198c63d0a9,11/30/2016 9:00,11/30/2016 9:15,900,4.1,17031070103,17031320100,7,32,$13.75 ,$2.00 ,$0.00 ,$0.00 ,$15.75 ,Credit Card,Dispatch Taxi Affiliation,41.92681118,-87.64260525,POINT (-87.642605 41.926811),41.88498719,-87.62099291,POINT (-87.620993 41.884987)
01cab5abe17c5b4b1c9fdece3f76479c668917d5,91419465678ce37cd0e00e235f6540063b3d6482356785c53cd5acc3b050276d7c3c7cbe7c5e34aa242d3d00a2dd45d1c8267f18aefff926eda4620d69e639e7,11/24/2016 15:45,11/24/2016 16:00,180,1.2,,,2,77,$6.00 ,$0.00 ,$0.00 ,$0.00 ,$6.00 ,Cash,,42.00157103,-87.69501259,POINT (-87.695013 42.001571),41.9867118,-87.66341641,POINT (-87.663416 41.986712)
01caeead428e265e36ab5c1417df11cbb4bbf3d4,aa2d1be97b83e16428fb4294532f135175cc12db45c06372b36d12f75db423b8aababa639eccc44ae50dc480f5394decd866ff9125dd85a185fd34d3069e5a91,11/24/2016 4:45,11/24/2016 4:45,360,0,17031081800,17031280100,8,28,$6.50 ,$0.00 ,$0.00 ,$1.00 ,$7.50 ,Cash,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.88530002,-87.64280847,POINT (-87.642808 41.8853)
01cb12405a58c77a85f72d6091a1848d21205155,9773e57a1f3dfb9756ed3a91f762cfc9abf87e054733a39270c65aec76bdc959c814e766bfd7072a6539796027551d80aaa8873242c7c08d4826ca79620f3a43,11/30/2016 9:45,11/30/2016 10:00,900,1.9,17031081300,17031839100,8,32,$9.50 ,$2.00 ,$0.00 ,$0.00 ,$11.50 ,Credit Card,Dispatch Taxi Affiliation,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
01cbde9001b133865992d0db1946d2fc9b50281f,6818784720719a3f368ad69e16f9b08ba9bea8351348a9cbd6cb9addce007a28dfdd8205184fec1f86f54181b5531df48308daf285f78b9ae2df90cff9c40e85,11/26/2016 21:00,11/26/2016 21:00,60,0.4,17031281900,17031841900,28,28,$4.25 ,$0.00 ,$0.00 ,$1.00 ,$5.25 ,Cash,Taxi Affiliation Services,41.87925508,-87.642649,POINT (-87.642649 41.879255),41.86790242,-87.64295867,POINT (-87.642959 41.867902)
01cbef153679f26b183042aa341838d1e0e74998,f552d03f8bf52d6e27b1fb62ec05456257ea6db72d5592b1e3a2f436326094b033b347911ad1bf6a2b768276f23cd01d507b1cd88785ba8c6cfbc90f4cd13699,11/27/2016 12:45,11/27/2016 13:00,780,3.2,17031081500,17031330100,8,33,$11.75 ,$0.00 ,$0.00 ,$0.00 ,$11.75 ,Cash,Taxi Affiliation Services,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.85934972,-87.61735801,POINT (-87.617358 41.85935)
01cc3aa2f51fcfb25f9b981efda320155bdca425,770c8eeffb35f5fb925ceecfac5201171e3ecdaf5bacaa75c715bafdcd8c6322a479407001e9e1ed4f65bdcbc4030a22123cce3599809fe6f55b73608485130c,11/30/2016 15:30,11/30/2016 15:30,0,0,,,6,6,$3.25 ,$0.00 ,$0.00 ,$0.00 ,$3.25 ,Cash,,41.9442266,-87.65599818,POINT (-87.655998 41.944227),41.9442266,-87.65599818,POINT (-87.655998 41.944227)
01cc3d491ffc49021f8cee0b51339b333cae6791,d4284117344764ebab8eec1c40c38ccd2eca1dafc7bd39a3f7be7325302ed4344e2ab8b979bbeb5b5b82e393ac416647d0c283a28ad302c6c6131b69d450b3aa,11/30/2016 12:00,11/30/2016 12:15,360,0.97,17031839100,17031081800,32,8,$6.25 ,$0.00 ,$0.00 ,$0.00 ,$6.25 ,Cash,,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89321636,-87.63784421,POINT (-87.637844 41.893216)
01ccb6cd38336b7d140acb1314cc39f23853d331,bdd8d0cd94544db604859b2ba298e1f545e2b864bd715feab94667a2d15d7d4fd19a82ef405e61cca9bb7e208cdb1562b65d41eed91073c17ba767ef4d0e498d,11/27/2016 15:45,11/27/2016 16:30,2460,1,17031980000,17031081300,76,8,$43.25 ,$12.05 ,$0.00 ,$5.00 ,$60.30 ,Credit Card,Blue Ribbon Taxi Association Inc.,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.89833179,-87.62076287,POINT (-87.620763 41.898332)
01cd28d2cba3b46a5c8a6c36f63c923093d8abc7,b07a41c369d99e7e7638e698063efe74c8cd8c25e3e9e88418e4e06ebd947953aae331941132ca50b045c38c7b1e347867ff2eaa181a665e478a66c3ebe74239,11/25/2016 10:45,11/25/2016 11:00,660,3,,,6,8,$11.00 ,$2.20 ,$0.00 ,$0.00 ,$13.20 ,Credit Card,Northwest Management LLC,41.9442266,-87.65599818,POINT (-87.655998 41.944227),41.89960211,-87.63330804,POINT (-87.633308 41.899602)
01cd55f42bc11a37cd390b186a0274ed525fc3c9,52789c130fe640cb73a4081eca9872f696ab63daa15effcd8b74739e40609b524f1dad55ea7b820852285b3ebffe00b626a93fae3751e9086f6e1c74ccc76e91,11/28/2016 19:30,11/28/2016 19:30,660,5.1,,,3,7,$15.00 ,$0.00 ,$0.00 ,$1.00 ,$16.00 ,Cash,Taxi Affiliation Services,41.96581197,-87.65587879,POINT (-87.655879 41.965812),41.92268628,-87.64948873,POINT (-87.649489 41.922686)
01cd668ef03ac2f4170534fbdfd2cd38e847cccb,39d51a2b24625fe2889b49dc9c92661834bb34f3fc029411da610bfde7f861ebb3d8c1ef8d7035dad3dcf532e7ce203e79201deb462e8aa4817eeb9ebd47304f,11/29/2016 13:30,11/29/2016 13:45,240,1.1,17031081300,17031081800,8,8,$6.00 ,$1.00 ,$0.00 ,$0.00 ,$7.00 ,Credit Card,Top Cab Affiliation,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.89321636,-87.63784421,POINT (-87.637844 41.893216)
01cdd63f451f12d1764d42ea4559fec3cb89bf1f,a0555bb6e0157e982e0df2c02256fe99105d82992f8a299d0d79da4c39bb39b72683b2e05d9e341b0d7228dfa0834d215a6c96e2c002162c6e8767fd014ae2f6,11/30/2016 11:15,11/30/2016 11:30,600,1.5,17031839100,17031081401,32,8,$8.25 ,$2.00 ,$0.00 ,$1.00 ,$11.25 ,Credit Card,Dispatch Taxi Affiliation,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89503345,-87.61971067,POINT (-87.619711 41.895033)
01cddbe3c44de1c7d69ae04af74aeef9862c03fb,f552d03f8bf52d6e27b1fb62ec05456257ea6db72d5592b1e3a2f436326094b033b347911ad1bf6a2b768276f23cd01d507b1cd88785ba8c6cfbc90f4cd13699,11/28/2016 22:45,11/28/2016 22:45,180,0.4,17031320100,17031320100,32,32,$4.50 ,$0.00 ,$0.00 ,$0.00 ,$4.50 ,Cash,Taxi Affiliation Services,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.88498719,-87.62099291,POINT (-87.620993 41.884987)
01cdf720ab40f9ad466d3944ff772c8cb20be483,51eb9c5081818ea85d83b697330fe44178c6e3031c85e616140c9e802940009437aa82cef75f4471453129c4edaa091bd93eaf3178bd2f4300f4305cbd073184,11/30/2016 13:15,11/30/2016 13:30,720,1.3,17031839100,17031081500,32,8,$8.25 ,$2.00 ,$0.00 ,$1.00 ,$11.75 ,Credit Card,,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89250778,-87.62621491,POINT (-87.626215 41.892508)
01ce04f718cd6c0975c1c8b99a39c70b0c4515e7,5848bd28056dead490e28608d2005d52fc2a88c32004c200e2d4a3af53da658e35e8a5e37e533dde1522c7eea47a21ce022925003fd8d499c5a89134f75670d9,11/30/2016 15:45,11/30/2016 15:45,480,1,,,7,7,$6.50 ,$0.00 ,$0.00 ,$1.00 ,$7.50 ,Cash,Taxi Affiliation Services,41.92268628,-87.64948873,POINT (-87.649489 41.922686),41.92268628,-87.64948873,POINT (-87.649489 41.922686)
01ce53b2f1bd00476ed29731b351d354a1c75e06,14bbb3f71ff875f5301e793e0e401c6ad500a0c71f21ea157ee05d015518961ea4218ca65bd56d25b28216c4fd5acaec52f140eb38c25a44bf0404ec4f048cb8,11/27/2016 20:00,11/27/2016 20:00,360,0.6,17031081403,17031081201,8,8,$5.75 ,$0.00 ,$0.00 ,$0.00 ,$5.75 ,Cash,KOAM Taxi Association,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.89915561,-87.62621053,POINT (-87.626211 41.899156)
01ce5b395cad37917737bc56a49f430ab7ff87c8,646880db83de7381a22c7f6931e1ce522ecfe56d76cc77623ce598cb5059150cea2d5919188cd25d84fb1ec571292a37ba2da97ee1f3ad7529a7a3d9d16bbee0,11/24/2016 4:00,11/24/2016 4:00,240,1,17031080202,17031081800,8,8,$5.75 ,$0.00 ,$0.00 ,$0.00 ,$5.75 ,Credit Card,Dispatch Taxi Affiliation,41.90585777,-87.63086503,POINT (-87.630865 41.905858),41.89321636,-87.63784421,POINT (-87.637844 41.893216)
01ce9439b10036cddfce14a626a9b9456f83ee54,4b034948aceedd53262ae713f864b0364953a1852b6b24669f192cad26c5014f1af0b6c87b941abb1fa93e1abbe09f70d7f02d48e5371d2c55534b68565a3060,11/30/2016 16:15,11/30/2016 16:30,300,0.9,,,,,$5.75 ,$0.00 ,$0.00 ,$0.00 ,$5.75 ,Cash,,,,,,,
01cec6015652ca2dd738b0692f23fabcf0ad24ca,e8f3ee822b70678a20d3c02ea0f7402e187084b7439a6ef95e1b22a8722be64ee605e22a401141829e5bf358524b3e7e40c9498118d9964086d02faa298e8391,11/25/2016 21:00,11/25/2016 21:15,240,0.9,17031081600,17031839100,8,32,$5.75 ,$0.00 ,$0.00 ,$1.50 ,$7.25 ,Cash,Top Cab Affiliation,41.89207264,-87.62887416,POINT (-87.628874 41.892073),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
01cf6b8fac91eb9e0b7269440880f67759896e2f,575faeb3194a0a52fecb700221c927c4012f33f180caa76feb1490106e5e9eae0e18717c49f2e3a61d5bcbe47147087dc9d1f65424b99e0b671a37fe7453c02b,11/27/2016 11:00,11/27/2016 11:30,1920,0,17031081500,17031980100,8,56,$35.00 ,$0.00 ,$0.00 ,$0.00 ,$35.00 ,Cash,Dispatch Taxi Affiliation,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.78599852,-87.75093429,POINT (-87.750934 41.785999)
01cfef5ec60586a7bca637bce0ad7d0f0a515e56,8d132c5bd37555cd3f3833a40d6fd6a1be611b8f8de1115a072fffc9ae920b431134d8b2c311207a43f23e6ca9b5a0d8d0ef835eb89d1aa587fb28854b7f9c4f,11/26/2016 19:00,11/26/2016 19:30,1440,12.8,,,76,22,$32.50 ,$4.00 ,$0.00 ,$4.00 ,$40.50 ,Credit Card,Taxi Affiliation Services,41.98026432,-87.9136246,POINT (-87.913625 41.980264),41.92276062,-87.69915534,POINT (-87.699155 41.922761)
01d01e95eed33e3ae990cd212aca5b3b7fcf8953,906df1f3558f9671c6c37363294441321cef46c0b29250039aa8acb9323977be1b392c0106558a696d24e30688eb878657c5d059dab0596345a8504c961878a2,11/28/2016 21:00,11/28/2016 21:00,240,1.2,17031281900,17031833100,28,28,$6.00 ,$2.00 ,$0.00 ,$0.00 ,$8.00 ,Credit Card,Taxi Affiliation Services,41.87925508,-87.642649,POINT (-87.642649 41.879255),41.87906699,-87.65700503,POINT (-87.657005 41.879067)
01d067e19b84af68d6d001f26cc38b2bd32f8911,dd7341ff0099d3c6e4f72299b69cd3d8fccb783a22b32c643e8406f9d4a200033b1ec8e9e5ca96157385617112445301c90333f9895fd40c60187d326ad7f143,11/28/2016 9:00,11/28/2016 9:00,300,0.4,,,,,$5.25 ,$1.00 ,$0.00 ,$0.00 ,$6.75 ,Credit Card,,,,,,,
01d0e3b3ebfb2cce2ac8e67853a3d8de0cc3247a,4000efc92e3eb07271a33ec1681f0d46ec447199764d62ecdeea5af4d89077a792e21b40f513ab83a23e4c74bfd8dd57492b5e21c03b6add6471d4541a430cdb,11/24/2016 14:00,11/24/2016 14:15,600,5.1,,,33,7,$14.75 ,$0.00 ,$0.00 ,$0.00 ,$14.75 ,Cash,,41.85718386,-87.62033462,POINT (-87.620335 41.857184),41.92268628,-87.64948873,POINT (-87.649489 41.922686)
01d109c1dd21ecce9346f0599d45a89d1282729f,785ef52cff80fe78a7ee899453036c0be6ac8fef4d1006810092be7e96b27cfa576f25bfd842e2f0cbd68c52f22f943fb512a0ddad323fbd472bb0529148739d,11/26/2016 15:00,11/26/2016 15:30,1860,16.4,17031980000,17031081700,76,8,$41.75 ,$0.00 ,$0.00 ,$5.00 ,$46.75 ,Cash,Chicago Medallion Leasing INC,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.89204214,-87.63186395,POINT (-87.631864 41.892042)
01d17ec5988f0ff89d4611f96817b90c7c1b1479,a0555bb6e0157e982e0df2c02256fe99105d82992f8a299d0d79da4c39bb39b72683b2e05d9e341b0d7228dfa0834d215a6c96e2c002162c6e8767fd014ae2f6,11/28/2016 20:30,11/28/2016 20:30,180,0.4,17031081700,17031839100,8,32,$4.50 ,$0.00 ,$0.00 ,$1.50 ,$6.00 ,No Charge,Dispatch Taxi Affiliation,41.89204214,-87.63186395,POINT (-87.631864 41.892042),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
01d1f6eda828a7b0c6c7e07495b96fac525147b6,1061d157b2a98a1b1e7871639b836de5fb521101d08d736af9eaa6700648adb48fb8df7f97970cc6b2a7bd6da5840251530b3cccb10d81a56f3779ba7a1354ba,11/28/2016 19:30,11/28/2016 19:45,480,1.1,17031081500,17031320400,8,32,$7.00 ,$0.00 ,$0.00 ,$0.00 ,$7.00 ,Cash,Taxi Affiliation Services,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.87740612,-87.62197165,POINT (-87.621972 41.877406)
01d23ae6c07e503fc55547a47c3816570ceb218c,b7b0be6d3ec6c589aeac84c0eba957d46c74859d7c0d8c5b4eafbad467dc66f2075d3a4d873a987c857390fe1936ee1348a79fc57443d15d8dd19986ef7bab85,11/24/2016 4:45,11/24/2016 4:45,600,2.4,,,8,28,$9.75 ,$1.00 ,$0.00 ,$1.00 ,$11.75 ,Credit Card,Taxi Affiliation Services,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.87400538,-87.66351755,POINT (-87.663518 41.874005)
01d262ace5f1b5576684a4a33429da56f26419b4,6ba9ae20497fdf9110e19d54c323ec9a67d84c89916f5903eb19bbad5d65fe0f285d6807e0935de428cf03e1c8b2d0b3eaaf12ec1aeb3ec0cc7cc595e2f90b60,11/24/2016 10:45,11/24/2016 10:45,240,0.8,17031320100,17031081403,32,8,$5.50 ,$1.00 ,$0.00 ,$1.00 ,$8.00 ,Credit Card,,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.89092203,-87.61886836,POINT (-87.618868 41.890922)
01d272e236c054ad7854e026cc91231d402ddfbc,a16dddcaf137181efc9c7b6455505528757ae469f184d24b7aa4510a37b404bde7baf7429544ac5801eb955c0d2da87f7735769cdbf10f3220ba23a3b1a1cbd8,11/29/2016 20:30,11/29/2016 20:30,0,0,,,,,$35.00 ,$0.00 ,$0.00 ,$0.00 ,$35.00 ,Credit Card,Suburban Dispatch LLC,,,,,,
01d28576b3541989db0f8be57262de6aaa3c1599,42e7bc45af73f754adedc33abc0d5bbfc2456582e3300c347aac18495cc0e5dffe8c907be25240650a7f74843a7c0cb8299af97fd09c34a90059f9d4accd1c9d,11/30/2016 15:30,11/30/2016 15:45,780,1.7,17031320100,17031281900,32,28,$8.75 ,$2.00 ,$0.00 ,$0.00 ,$11.25 ,Credit Card,,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.87925508,-87.642649,POINT (-87.642649 41.879255)
01d2ca65870ea25ca01d1624f874173cf4e4eafd,c6147dad19c7f61319ff0644f1b59ef2a077c3274fbb940b08068b965a4a32e4d46a56b255af9a1d2464391bf3551795b7549218704888230c3c90cc4c1de5bb,11/25/2016 22:00,11/25/2016 22:00,300,1.5,,,32,33,$7.00 ,$0.00 ,$0.00 ,$1.50 ,$8.50 ,Cash,Dispatch Taxi Affiliation,41.87886558,-87.62519214,POINT (-87.625192 41.878866),41.85718386,-87.62033462,POINT (-87.620335 41.857184)
01d2d41d1d08dfd5958dcfca714fb702b99da9fa,1768c6bcff09706e1ee0a66b2053afe14107881e986f2ee78d34322406897ddd23f86fe4c618a63ae71d541ff75d9fd316fe32a8bb7da1746ac85099316046d7,11/28/2016 21:15,11/28/2016 21:30,420,1.2,17031081300,17031081800,8,8,$6.75 ,$0.00 ,$0.00 ,$0.00 ,$6.75 ,Cash,,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.89321636,-87.63784421,POINT (-87.637844 41.893216)
01d2dab33ae40bb856cc767c2bb43b41995caae8,cc44b8f698c0f359f7439f0fdb877c5f7d04b685c8991828be4fc940dbe6119833fd2befcdc5da0201f2db539e5215408c501b9bc261f57cb20f902e82a42c4a,11/28/2016 9:45,11/28/2016 10:00,1320,9.2,17031980100,17031330100,56,33,$26.00 ,$5.00 ,$0.00 ,$5.00 ,$36.50 ,Credit Card,,41.78599852,-87.75093429,POINT (-87.750934 41.785999),41.85934972,-87.61735801,POINT (-87.617358 41.85935)
01d34a885b196effd33574918c616f9d315f08f9,ba686f87ce5ed2219223f4241c818d543200ffc0c073864e8a1c9aa6f18d4f2a9c4725f9ad3b5524b8261e76963714db57eb347d129c606401d789bf40a98ca5,11/30/2016 8:30,11/30/2016 9:00,2340,17.1,17031081500,17031980000,8,76,$43.75 ,$8.75 ,$0.00 ,$0.00 ,$53.00 ,Credit Card,,41.89250778,-87.62621491,POINT (-87.626215 41.892508),41.97907082,-87.90303966,POINT (-87.90304 41.979071)
01dddb3c30dd152d06d904209f8e3a660b8300b9,0795d472decbbae3fa5c12b4ad08f6873e5c19f1ae01a02cd7d7e1d1d91a83536e7bb3ea9baf959126dab3e1b5928c50764dcacc9502586aecade690e9eafee6,11/29/2016 22:00,11/29/2016 22:15,360,1.1,,,,,$6.50 ,$0.00 ,$0.00 ,$1.00 ,$7.50 ,Cash,,,,,,,
01d38c52b1367cab2efc821e467497c36d96764b,c76db37ec81829ae255f3c6c5e163f394dd90af24c762bb8356a6a78c6a7cf02b4d752f7c2a76d152509b7b678e90acb7fa3dac2f2148b5ccf7ac468efb6a42c,11/24/2016 3:00,11/24/2016 3:15,840,10.2,,,8,14,$26.50 ,$0.00 ,$0.00 ,$0.00 ,$26.50 ,Cash,,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.968069,-87.72155906,POINT (-87.721559 41.968069)
01d3d023c7be4b7541437d98d263fc9c92a292b1,67d91d01b3ae537bcc8d9a8dbea66bd361ef3caf0b739654305969b4e59820878ac9f5b7a98a785de445e2cb13ad060bc7e48cf366c7428e9ff8d84c954aeb54,11/24/2016 11:00,11/24/2016 11:00,360,1.6,,,8,28,$7.50 ,$2.00 ,$0.00 ,$1.00 ,$10.50 ,Credit Card,Chicago Medallion Leasing INC,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.87400538,-87.66351755,POINT (-87.663518 41.874005)
01d3e2430e5ed9177b8c9b52f523a3c84805dd4e,5d73dcaf1980d419c3db41eb169a08eeb113d1058b981586dc627ea1fdae2b7c9e191d86fd72219d5f9783958e5655e3146e4f268cf2e4c9a45765d4487fd869,11/28/2016 9:30,11/28/2016 9:30,480,1.3,17031839100,17031081800,32,8,$7.25 ,$0.00 ,$0.00 ,$0.00 ,$7.25 ,Cash,Choice Taxi Association,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89321636,-87.63784421,POINT (-87.637844 41.893216)
01d4c153107bf9da9833de4348e72c939b9af45d,d1306e87943c533957cf1482ad69de8eb658e1f9e65668a7016f98a02fd5220fc8e25e062e9301394e63d5f1af98d6e4c392aec39edbe889fa721c10a6459b01,11/30/2016 15:00,11/30/2016 15:45,2640,13.93,,,,,$38.75 ,$10.81 ,$0.00 ,$4.00 ,$54.06 ,Credit Card,,,,,,,
01d517be7da6005e418709e2e2cb8c352d353563,4ea76937237d234148f31343797e28d4616f50891cb565129299236d6404d4427e7b23f376f58a84e51bf05a2755080f45c6b464037703e2efb17443357f732e,11/26/2016 18:15,11/26/2016 18:15,180,0.5,17031081100,17031080201,8,8,$4.25 ,$0.00 ,$0.00 ,$0.00 ,$4.25 ,Cash,,41.9002213,-87.62910519,POINT (-87.629105 41.900221),41.90949567,-87.6309636,POINT (-87.630964 41.909496)
